Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
1.16113,0.000103284,0.00897473,0.00892525,1.14648,1.16091,1.17606,7573.94,6524.73,1.00103
1.16113,0.000103284,0.00897473,0.00892525,1.14648,1.16091,1.17606,7573.94,6524.73,1.00103
1.15032,9.90699e-05,0.00844755,0.0083248,1.13655,1.1502,1.16443,7298.29,6477.67,1.00079
1.14932,0.000108544,0.00896701,0.00864356,1.13478,1.14926,1.16405,6899.38,6707.47,1.00063
1.14932,0.000108544,0.00896701,0.00864356,1.13478,1.14926,1.16405,6899.38,6707.47,1.00063
1.15224,0.000103965,0.00867428,0.00848047,1.13809,1.15215,1.16663,7038.31,6353.07,1.00062
1.16281,0.000109282,0.00917472,0.00884371,1.14796,1.16275,1.17796,7135.35,6455.45,1.00059
1.17422,0.000128326,0.0107587,0.0103189,1.1566,1.17408,1.19198,7140.32,6185.17,1.00056
1.17422,0.000128326,0.0107587,0.0103189,1.1566,1.17408,1.19198,7140.32,6185.17,1.00056
1.18229,0.000160743,0.0134704,0.0131432,1.16021,1.18215,1.20461,7100.08,6417.55,1.0005
1.18229,0.000160743,0.0134704,0.0131432,1.16021,1.18215,1.20461,7100.08,6417.55,1.0005
1.18605,0.000164955,0.0138237,0.0135065,1.16337,1.18588,1.20901,7091.33,6391.02,1.00049
1.18605,0.000164955,0.0138237,0.0135065,1.16337,1.18588,1.20901,7091.33,6391.02,1.00049
1.18393,0.000154646,0.0129864,0.0127059,1.16243,1.18375,1.20541,7126.41,6125.43,1.00051
1.17712,0.00013832,0.01161,0.0112381,1.15801,1.17693,1.19634,7139.4,5869.82,1.00054
1.17712,0.00013832,0.01161,0.0112381,1.15801,1.17693,1.19634,7139.4,5869.82,1.00054
1.16512,0.000101651,0.00878849,0.00869545,1.15091,1.16497,1.17987,7517.24,6679.81,1.00081
1.16512,0.000101651,0.00878849,0.00869545,1.15091,1.16497,1.17987,7517.24,6679.81,1.00081
1.14952,0.000131818,0.0115952,0.0117867,1.13083,1.14944,1.16869,7749.31,6514.77,1.00062
1.14952,0.000131818,0.0115952,0.0117867,1.13083,1.14944,1.16869,7749.31,6514.77,1.00062
1.14499,0.000112187,0.00972868,0.00974809,1.12926,1.14488,1.16107,7539.97,6759.17,1.00065
1.14499,0.000112187,0.00972868,0.00974809,1.12926,1.14488,1.16107,7539.97,6759.17,1.00065
1.13874,0.000124786,0.0109011,0.0110305,1.12124,1.13857,1.15666,7647.29,6547.35,1.00046
1.1472,9.84887e-05,0.00828098,0.00813947,1.13379,1.14714,1.16104,7124.13,6619.95,1.00057
1.1472,9.84887e-05,0.00828098,0.00813947,1.13379,1.14714,1.16104,7124.13,6619.95,1.00057
1.15427,0.000127247,0.010603,0.0104079,1.13694,1.15411,1.17189,7012.87,6685.94,1.00055
1.15427,0.000127247,0.010603,0.0104079,1.13694,1.15411,1.17189,7012.87,6685.94,1.00055
1.18061,0.000116115,0.00993989,0.00968138,1.16448,1.18049,1.1971,7428.07,6720.25,1.00052
1.18061,0.000116115,0.00993989,0.00968138,1.16448,1.18049,1.1971,7428.07,6720.25,1.00052
1.16763,0.000102239,0.00887705,0.00873993,1.15327,1.1675,1.18259,7580.87,6791.79,1.00078
1.16763,0.000102239,0.00887705,0.00873993,1.15327,1.1675,1.18259,7580.87,6791.79,1.00078
1.15972,0.000105847,0.00890463,0.00864356,1.14534,1.15967,1.17449,7162.93,6436.1,1.00059
1.15972,0.000105847,0.00890463,0.00864356,1.14534,1.15967,1.17449,7162.93,6436.1,1.00059
1.15045,0.000101317,0.00869279,0.00856943,1.13627,1.1503,1.16501,7384.85,6403.57,1.00085
1.15045,0.000101317,0.00869279,0.00856943,1.13627,1.1503,1.16501,7384.85,6403.57,1.00085
1.13869,0.000115634,0.0100126,0.010141,1.1224,1.13858,1.15515,7516.09,6721.66,1.00052
1.13869,0.000115634,0.0100126,0.010141,1.1224,1.13858,1.15515,7516.09,6721.66,1.00052
1.14443,0.00010357,0.00886991,0.00882147,1.12999,1.14431,1.15904,7353.66,6525.25,1.00048
1.14443,0.00010357,0.00886991,0.00882147,1.12999,1.14431,1.15904,7353.66,6525.25,1.00048
1.14618,9.76867e-05,0.0082346,0.008095,1.13285,1.1461,1.15992,7141.1,6583.56,1.0006
1.14618,9.76867e-05,0.0082346,0.008095,1.13285,1.1461,1.15992,7141.1,6583.56,1.0006
1.16165,0.00012541,0.0104184,0.0101113,1.14458,1.16156,1.17896,6997.85,6081.42,1.00058
1.16165,0.00012541,0.0104184,0.0101113,1.14458,1.16156,1.17896,6997.85,6081.42,1.00058
1.17383,0.000133164,0.011156,0.0107563,1.15553,1.17368,1.1924,7122.32,5951.19,1.00055
1.17383,0.000133164,0.011156,0.0107563,1.15553,1.17368,1.1924,7122.32,5951.19,1.00055
1.17937,0.000154745,0.0129712,0.0126318,1.15805,1.17918,1.20095,7101.2,6313.74,1.00051
1.1836,0.00016302,0.0136591,0.0133508,1.16121,1.18345,1.20623,7096.15,6446.07,1.00049
1.15318,0.000111801,0.00923718,0.0088956,1.13811,1.15318,1.16826,6899.88,6679.83,1.00062
1.16186,0.000123893,0.0102826,0.00994825,1.14505,1.16179,1.17898,6984.98,6205.57,1.00058
1.18113,0.00015825,0.013264,0.0129505,1.15932,1.18098,1.20314,7098.68,6276.93,1.0005
1.18113,0.00015825,0.013264,0.0129505,1.15932,1.18098,1.20314,7098.68,6276.93,1.0005
1.1828,0.000158477,0.0132885,0.0129876,1.16085,1.18264,1.20488,7102.93,6330.45,1.0005
1.1828,0.000158477,0.0132885,0.0129876,1.16085,1.18264,1.20488,7102.93,6330.45,1.0005
1.17254,0.000116635,0.00982031,0.00953312,1.15657,1.17249,1.18883,7176.41,6534.69,1.00057
1.16491,0.000103025,0.00897398,0.0088956,1.15028,1.1647,1.17974,7608.44,6447.98,1.00082
1.16491,0.000103025,0.00897398,0.0088956,1.15028,1.1647,1.17974,7608.44,6447.98,1.00082
1.15961,0.000102525,0.00888798,0.00880664,1.14512,1.15939,1.17442,7539.67,6268.44,1.00094
1.15961,0.000102525,0.00888798,0.00880664,1.14512,1.15939,1.17442,7539.67,6268.44,1.00094
1.14502,9.78666e-05,0.00826746,0.00813206,1.13164,1.14492,1.15879,7170.29,6450.33,1.00084
1.14502,9.78666e-05,0.00826746,0.00813206,1.13164,1.14492,1.15879,7170.29,6450.33,1.00084
1.13725,0.000103439,0.00851724,0.00830997,1.12341,1.13711,1.15127,6856.14,6135.95,1.00063
1.14541,0.000118991,0.00987079,0.00962207,1.12929,1.14528,1.16173,6953.45,6600.87,1.00056
1.14541,0.000118991,0.00987079,0.00962207,1.12929,1.14528,1.16173,6953.45,6600.87,1.00056
1.14867,0.000108827,0.00898359,0.00865838,1.13411,1.14858,1.16338,6890.16,6697.15,1.00063
1.18075,0.000147387,0.0123786,0.012061,1.16026,1.18057,1.20125,7124.57,6048.62,1.00053
1.18383,0.000167831,0.0140497,0.0137363,1.16078,1.18368,1.20717,7073.36,6492.78,1.00049
1.18383,0.000167831,0.0140497,0.0137363,1.16078,1.18368,1.20717,7073.36,6492.78,1.00049
1.18178,0.000157084,0.0131712,0.012869,1.16003,1.18165,1.20366,7102.52,6227.33,1.00051
1.17503,0.000115709,0.00980328,0.00948864,1.15905,1.17497,1.19125,7270.52,6600.7,1.00055
1.17503,0.000115709,0.00980328,0.00948864,1.15905,1.17497,1.19125,7270.52,6600.7,1.00055
1.1633,0.000100969,0.00872407,0.00862873,1.14916,1.16313,1.17792,7504.86,6333.25,1.00086
1.15356,0.000102039,0.00879329,0.00868804,1.13921,1.15342,1.16826,7447.32,6245.96,1.00105
1.1518,9.88683e-05,0.0083834,0.0082136,1.13825,1.15173,1.16576,7225.21,6668.62,1.00067
1.14359,9.97652e-05,0.00829835,0.0081543,1.13004,1.14349,1.15727,6987.15,6337.78,1.00062
1.14359,9.97652e-05,0.00829835,0.0081543,1.13004,1.14349,1.15727,6987.15,6337.78,1.00062
1.15202,9.87048e-05,0.00840983,0.00824326,1.13845,1.1519,1.16598,7291.15,6458.45,1.00094
1.15991,0.000110927,0.00924461,0.00892525,1.14484,1.15987,1.1752,7025.21,6710.57,1.00061
1.16471,0.000120165,0.00997106,0.0095776,1.14842,1.16464,1.1812,6987.87,6426.43,1.00059
1.16471,0.000120165,0.00997106,0.0095776,1.14842,1.16464,1.1812,6987.87,6426.43,1.00059
1.1689,0.00013151,0.0109811,0.0105932,1.15092,1.16878,1.18712,7061.72,6417.95,1.00056
1.1689,0.00013151,0.0109811,0.0105932,1.15092,1.16878,1.18712,7061.72,6417.95,1.00056
1.17393,0.000144836,0.0121325,0.0117867,1.15394,1.17381,1.1939,7089.1,6016.27,1.00053
1.18208,0.00016689,0.0139717,0.0136622,1.15919,1.18186,1.20521,7076.01,6548.83,1.00048
1.18208,0.00016689,0.0139717,0.0136622,1.15919,1.18186,1.20521,7076.01,6548.83,1.00048
1.18479,0.000165286,0.013846,0.0135065,1.16205,1.18464,1.20775,7085.26,6366.67,1.00049
1.17148,0.000106715,0.00918731,0.00904386,1.15657,1.17141,1.18677,7493.33,6857.16,1.00052
1.17148,0.000106715,0.00918731,0.00904386,1.15657,1.17141,1.18677,7493.33,6857.16,1.00052
1.17184,0.000105234,0.00912154,0.00899938,1.1571,1.17178,1.18708,7601.99,7030.68,1.00049
1.17184,0.000105234,0.00912154,0.00899938,1.1571,1.17178,1.18708,7601.99,7030.68,1.00049
1.1638,0.000101674,0.0088248,0.00869545,1.14938,1.16363,1.17845,7561.13,6542.11,1.00099
1.15119,0.000114759,0.0100126,0.0101558,1.13485,1.15102,1.16776,7628.25,6815.66,1.00071
1.15119,0.000114759,0.0100126,0.0101558,1.13485,1.15102,1.16776,7628.25,6815.66,1.00071
1.14272,0.00011946,0.010416,0.0105413,1.12586,1.14258,1.15988,7620.66,6804.39,1.00052
1.15253,0.00010075,0.00848344,0.00829515,1.13873,1.15245,1.16662,7155.56,6424.08,1.00058
1.15253,0.00010075,0.00848344,0.00829515,1.13873,1.15245,1.16662,7155.56,6424.08,1.00058
1.16119,0.000116881,0.00968234,0.00934779,1.14532,1.16114,1.17718,6939.82,6813.17,1.00061
1.1546,0.00010982,0.00910567,0.0087844,1.13976,1.15455,1.16962,6947.98,6829.78,1.00062
1.1546,0.00010982,0.00910567,0.0087844,1.13976,1.15455,1.16962,6947.98,6829.78,1.00062
1.15306,0.000115579,0.00952034,0.00916247,1.13752,1.15302,1.16865,6853.34,6555.57,1.00061
1.15306,0.000115579,0.00952034,0.00916247,1.13752,1.15302,1.16865,6853.34,6555.57,1.00061
1.14949,0.000104401,0.00867105,0.00843599,1.13537,1.14938,1.16378,6975.94,6465.74,1.00063
1.14949,0.000104401,0.00867105,0.00843599,1.13537,1.14938,1.16378,6975.94,6465.74,1.00063
1.1836,0.00016302,0.0136591,0.0133508,1.16121,1.18345,1.20623,7096.15,6446.07,1.00049
1.1821,0.000129581,0.0109709,0.0105932,1.16424,1.18195,1.20033,7275.98,5948.31,1.00054
1.1821,0.000129581,0.0109709,0.0105932,1.16424,1.18195,1.20033,7275.98,5948.31,1.00054
1.17114,0.000103243,0.00901697,0.00885112,1.15647,1.17099,1.18633,7669.64,6627.7,1.00079
1.17114,0.000103243,0.00901697,0.00885112,1.15647,1.17099,1.18633,7669.64,6627.7,1.00079
1.15993,0.000101976,0.00883404,0.00877699,1.14548,1.1597,1.17461,7524.79,6312.22,1.00094
1.15993,0.000101976,0.00883404,0.00877699,1.14548,1.1597,1.17461,7524.79,6312.22,1.00094
1.15421,9.91138e-05,0.00843953,0.00828032,1.14058,1.15412,1.16835,7286.17,6638.54,1.00067
1.15421,9.91138e-05,0.00843953,0.00828032,1.14058,1.15412,1.16835,7286.17,6638.54,1.00067
1.15564,0.000124964,0.0103804,0.0101558,1.13856,1.1555,1.17277,6986.39,6545.07,1.00056
1.15564,0.000124964,0.0103804,0.0101558,1.13856,1.1555,1.17277,6986.39,6545.07,1.00056
1.15936,0.000131069,0.0109327,0.0106599,1.14138,1.15921,1.17753,7029.9,6901.16,1.00054
1.15936,0.000131069,0.0109327,0.0106599,1.14138,1.15921,1.17753,7029.9,6901.16,1.00054
1.16361,0.000141764,0.0118789,0.0116088,1.14419,1.1634,1.1834,7079.83,6846.24,1.00051
1.17107,0.00015295,0.0128234,0.0124687,1.15013,1.17086,1.19239,7101.67,6724.47,1.0005
1.1809,0.000165314,0.0138424,0.0135436,1.15827,1.1807,1.20385,7077.63,6606.31,1.00048
1.1809,0.000165314,0.0138424,0.0135436,1.15827,1.1807,1.20385,7077.63,6606.31,1.00048
1.37254,0.000238443,0.0189192,0.0186066,1.34187,1.37215,1.40413,6380.73,5898.86,1.00014
1.37254,0.000238443,0.0189192,0.0186066,1.34187,1.37215,1.40413,6380.73,5898.86,1.00014
1.37254,0.000238443,0.0189192,0.0186066,1.34187,1.37215,1.40413,6380.73,5898.86,1.00014
1.30367,0.000149956,0.0131791,0.0131877,1.28246,1.30347,1.32554,7830.15,6356.54,0.999923
1.31186,0.000154084,0.0134188,0.0133879,1.29016,1.31166,1.33422,7683.69,6569.76,0.999991
1.2331,0.000128246,0.0111809,0.0112826,1.21482,1.23294,1.25153,7649.82,6703.33,1.00057
1.2331,0.000128246,0.0111809,0.0112826,1.21482,1.23294,1.25153,7649.82,6703.33,1.00057
1.19672,0.000108407,0.00899831,0.00898456,1.18214,1.1966,1.21172,6966.05,6574.58,1.0012
1.20204,0.000111081,0.00920619,0.00916247,1.18717,1.20194,1.21742,6947.94,6874.58,1.00113
1.19672,0.000108407,0.00899831,0.00898456,1.18214,1.1966,1.21172,6966.05,6574.58,1.0012
1.19092,0.000108663,0.00941688,0.0096962,1.17564,1.19084,1.2063,7579.84,6742.4,1.00072
1.2176,0.000109746,0.00958688,0.00981481,1.20204,1.21746,1.23324,7692.49,6724.65,1.00079
1.2176,0.000109746,0.00958688,0.00981481,1.20204,1.21746,1.23324,7692.49,6724.65,1.00079
1.2176,0.000109746,0.00958688,0.00981481,1.20204,1.21746,1.23324,7692.49,6724.65,1.00079
1.24453,0.000123357,0.0104231,0.0103485,1.22773,1.24435,1.26166,7223.92,6636.56,1.0004
1.42405,0.000297785,0.0230977,0.0225355,1.38671,1.42362,1.46289,6186.16,6039.78,1.00018
1.38702,0.000273765,0.0209859,0.0205488,1.35319,1.3866,1.42211,5971.49,5809.75,1.00023
1.23127,0.000116112,0.00988333,0.00991118,1.21532,1.23115,1.24758,7322.29,6635.37,1.00079
1.2754,0.000142242,0.0119304,0.0118386,1.25618,1.27523,1.2955,7126.11,6313.04,1.00022
1.3416,0.000183919,0.0156609,0.0155821,1.31653,1.3414,1.36769,7362.6,6427.51,1.00013
1.39803,0.000225033,0.0193769,0.0192071,1.36686,1.39786,1.42999,7530.31,6683.48,1.00005
1.36546,0.000195987,0.0170749,0.0170277,1.33805,1.36535,1.39379,7719.51,6682.22,0.999986
1.28007,0.000146499,0.0129916,0.0130246,1.25902,1.27986,1.30189,7899.49,6259.21,1.00021
1.15689,0.000136651,0.0115676,0.0115495,1.13822,1.15678,1.17628,7231.84,7642.4,1.0
1.16043,0.00012887,0.0109622,0.0110083,1.14276,1.16037,1.17858,7308.59,7786.38,1.0001
1.25228,0.00012152,0.0106314,0.010697,1.23513,1.25201,1.26991,7738.72,6532.97,1.00042
1.41963,0.00031299,0.0236545,0.0231953,1.38153,1.41902,1.45938,5907.09,5852.2,1.00026
1.41093,0.000329047,0.0241464,0.0236697,1.37216,1.41041,1.45148,5624.46,5629.42,1.00034
1.35045,0.000187924,0.0161588,0.0161529,1.32463,1.35031,1.37731,7520.48,6403.37,1.00003
1.26296,0.000187091,0.0153555,0.0152263,1.23762,1.26274,1.28853,6741.91,6967.38,1.00037
1.19327,0.000104629,0.00904212,0.00919953,1.17872,1.19319,1.20815,7479.55,6381.7,1.00106
1.23903,0.000117938,0.0101363,0.0101558,1.22268,1.23888,1.2557,7469.57,6579.64,1.00067
1.45154,0.000353105,0.0258914,0.0255452,1.40986,1.45097,1.49475,5547.59,5613.22,1.00028
1.47117,0.000390573,0.0281151,0.0276801,1.42602,1.47046,1.51836,5338.08,5577.5,1.00034
1.47117,0.000390573,0.0281151,0.0276801,1.42602,1.47046,1.51836,5338.08,5577.5,1.00034
1.47117,0.000390573,0.0281151,0.0276801,1.42602,1.47046,1.51836,5338.08,5577.5,1.00034
1.4713,0.000377524,0.0275489,0.0271686,1.42692,1.4707,1.51749,5494.49,5590.72,1.0003
1.4713,0.000377524,0.0275489,0.0271686,1.42692,1.4707,1.51749,5494.49,5590.72,1.0003
1.39143,0.00020485,0.0183472,0.0182137,1.362,1.39133,1.4223,8144.81,6610.67,0.999854
1.39143,0.00020485,0.0183472,0.0182137,1.362,1.39133,1.4223,8144.81,6610.67,0.999854
1.39143,0.00020485,0.0183472,0.0182137,1.362,1.39133,1.4223,8144.81,6610.67,0.999854
1.31421,0.000172748,0.0140829,0.013929,1.29171,1.31408,1.33769,6725.46,6338.83,1.00031
1.31421,0.000172748,0.0140829,0.013929,1.29171,1.31408,1.33769,6725.46,6338.83,1.00031
1.25763,0.000144422,0.0114663,0.0113567,1.23917,1.25742,1.27704,6372.41,6446.58,1.00048
1.25763,0.000144422,0.0114663,0.0113567,1.23917,1.25742,1.27704,6372.41,6446.58,1.00048
1.25763,0.000144422,0.0114663,0.0113567,1.23917,1.25742,1.27704,6372.41,6446.58,1.00048
1.19686,0.00013094,0.0110845,0.0112529,1.17861,1.19671,1.21501,7225.14,7226.1,1.00045
1.19686,0.00013094,0.0110845,0.0112529,1.17861,1.19671,1.21501,7225.14,7226.1,1.00045
1.19645,0.000129187,0.0109597,0.0111195,1.17843,1.19632,1.2144,7261.54,7076.04,1.00042
1.19645,0.000129187,0.0109597,0.0111195,1.17843,1.19632,1.2144,7261.54,7076.04,1.00042
1.2383,0.000116773,0.0103038,0.0104523,1.22154,1.23811,1.25535,7840.35,6505.48,1.00063
1.27275,0.000130555,0.0117238,0.0118311,1.25371,1.27247,1.29237,8130.52,6375.47,1.0003
1.27275,0.000130555,0.0117238,0.0118311,1.25371,1.27247,1.29237,8130.52,6375.47,1.0003
1.27275,0.000130555,0.0117238,0.0118311,1.25371,1.27247,1.29237,8130.52,6375.47,1.0003
1.32052,0.000172065,0.014258,0.0141366,1.29769,1.32035,1.34428,6952.89,6316.95,1.00024
1.32052,0.000172065,0.014258,0.0141366,1.29769,1.32035,1.34428,6952.89,6316.95,1.00024
1.32052,0.000172065,0.014258,0.0141366,1.29769,1.32035,1.34428,6952.89,6316.95,1.00024
1.37079,0.00022882,0.0181019,0.0179172,1.34167,1.37047,1.40109,6339.81,6061.06,1.00038
1.43758,0.000343587,0.0250561,0.0246186,1.39702,1.43696,1.47953,5490.55,5575.5,1.0003
1.43758,0.000343587,0.0250561,0.0246186,1.39702,1.43696,1.47953,5490.55,5575.5,1.0003
1.43758,0.000343587,0.0250561,0.0246186,1.39702,1.43696,1.47953,5490.55,5575.5,1.0003
1.43886,0.000348886,0.025325,0.0248484,1.39798,1.43822,1.48146,5443.44,5473.64,1.00031
1.43886,0.000348886,0.025325,0.0248484,1.39798,1.43822,1.48146,5443.44,5473.64,1.00031
1.43886,0.000348886,0.025325,0.0248484,1.39798,1.43822,1.48146,5443.44,5473.64,1.00031
1.38721,0.000273318,0.0205494,0.0201634,1.35418,1.38677,1.42147,5757.99,5792.91,1.00047
1.38721,0.000273318,0.0205494,0.0201634,1.35418,1.38677,1.42147,5757.99,5792.91,1.00047
1.31245,0.000151889,0.0134328,0.0134917,1.29078,1.31219,1.33474,7925.66,6395.51,0.999982
1.31245,0.000151889,0.0134328,0.0134917,1.29078,1.31219,1.33474,7925.66,6395.51,0.999982
1.23377,0.000117702,0.0103769,0.0104449,1.21691,1.23359,1.25106,7832.4,6736.53,1.0006
1.23377,0.000117702,0.0103769,0.0104449,1.21691,1.23359,1.25106,7832.4,6736.53,1.0006
1.17612,0.000141902,0.0118256,0.0118163,1.15699,1.17615,1.19574,7008.74,7576.11,1.0
1.17612,0.000141902,0.0118256,0.0118163,1.15699,1.17615,1.19574,7008.74,7576.11,1.0
1.16546,0.000146301,0.012157,0.0121499,1.14581,1.16535,1.18575,6973.25,7414.34,0.999995
1.16546,0.000146301,0.012157,0.0121499,1.14581,1.16535,1.18575,6973.25,7414.34,0.999995
1.21744,0.000114135,0.00997242,0.0102225,1.2013,1.21727,1.23381,7693.07,6796.46,1.00078
1.25973,0.00012421,0.0108818,0.0110157,1.24228,1.25948,1.27773,7727.35,6784.32,1.00031
1.35862,0.000230349,0.0178153,0.0174947,1.32982,1.35813,1.38861,6062.73,6015.06,1.00046
1.41598,0.000269766,0.0212403,0.0209566,1.38165,1.41573,1.45164,6299.18,6038.57,1.00017
1.41598,0.000269766,0.0212403,0.0209566,1.38165,1.41573,1.45164,6299.18,6038.57,1.00017
1.45189,0.000338964,0.0252368,0.0246853,1.41121,1.45132,1.49429,5716.32,5694.36,1.00023
1.48262,0.000358925,0.0270178,0.0264496,1.43897,1.48207,1.52786,5835.89,5920.06,1.0002
1.48262,0.000358925,0.0270178,0.0264496,1.43897,1.48207,1.52786,5835.89,5920.06,1.0002
1.46451,0.00036196,0.0266235,0.0260863,1.42167,1.46397,1.50914,5580.21,5816.47,1.00027
1.46451,0.00036196,0.0266235,0.0260863,1.42167,1.46397,1.50914,5580.21,5816.47,1.00027
1.37086,0.000204275,0.0171885,0.0171166,1.34341,1.37079,1.39935,7172.66,6453.32,1.00008
1.37086,0.000204275,0.0171885,0.0171166,1.34341,1.37079,1.39935,7172.66,6453.32,1.00008
1.30614,0.000146942,0.0131135,0.0132396,1.28499,1.30585,1.32804,8070.84,6476.73,1.00003
1.23229,0.000117469,0.0099415,0.0100224,1.21626,1.23219,1.24861,7235.46,6733.61,1.00076
1.23229,0.000117469,0.0099415,0.0100224,1.21626,1.23219,1.24861,7235.46,6733.61,1.00076
1.17187,0.000116202,0.00992888,0.010052,1.15581,1.17186,1.1882,7373.76,7152.51,1.00032
1.17187,0.000116202,0.00992888,0.010052,1.15581,1.17186,1.1882,7373.76,7152.51,1.00032
1.16242,0.000128698,0.0108646,0.0109268,1.14492,1.16241,1.18041,7204.98,7761.62,1.00011
1.20851,0.000112206,0.00975776,0.00999272,1.19269,1.20834,1.22441,7628.5,6784.3,1.00093
1.20851,0.000112206,0.00975776,0.00999272,1.19269,1.20834,1.22441,7628.5,6784.3,1.00093
1.24353,0.000118744,0.0105154,0.0106302,1.22648,1.24334,1.26104,7902.33,6730.2,1.00055
1.24353,0.000118744,0.0105154,0.0106302,1.22648,1.24334,1.26104,7902.33,6730.2,1.00055
1.31349,0.000153191,0.0134899,0.0135584,1.29176,1.31326,1.33585,7860.95,6455.47,0.999934
1.31349,0.000153191,0.0134899,0.0135584,1.29176,1.31326,1.33585,7860.95,6455.47,0.999934
1.41035,0.000280658,0.0214982,0.0210381,1.37552,1.40999,1.44634,6005.82,6038.4,1.0003
1.44784,0.000338465,0.0250998,0.0245741,1.40733,1.44726,1.49007,5674.15,5559.38,1.00025
1.44784,0.000338465,0.0250998,0.0245741,1.40733,1.44726,1.49007,5674.15,5559.38,1.00025
1.48583,0.000411265,0.0294666,0.029059,1.43849,1.48507,1.53517,5291.4,5507.0,1.00036
1.48583,0.000411265,0.0294666,0.029059,1.43849,1.48507,1.53517,5291.4,5507.0,1.00036
1.45394,0.000402726,0.0281916,0.0279322,1.40849,1.45344,1.50116,5091.33,5622.03,1.00043
1.4092,0.000298937,0.0222925,0.0218832,1.37305,1.40868,1.44642,5711.3,5633.05,1.00033
1.4092,0.000298937,0.0222925,0.0218832,1.37305,1.40868,1.44642,5711.3,5633.05,1.00033
1.29784,0.000151828,0.0136046,0.0136473,1.2758,1.29769,1.32086,8083.63,6183.28,0.99994
1.2367,0.0001303,0.0104656,0.010393,1.21986,1.2365,1.25421,6512.1,6972.04,1.00078
1.17679,0.000105791,0.0090768,0.00911058,1.16203,1.17674,1.19172,7473.92,6628.28,1.00062
1.17679,0.000105791,0.0090768,0.00911058,1.16203,1.17674,1.19172,7473.92,6628.28,1.00062
1.18988,0.000112078,0.00965905,0.00982222,1.1743,1.18985,1.20567,7498.61,6969.61,1.00055
1.18988,0.000112078,0.00965905,0.00982222,1.1743,1.18985,1.20567,7498.61,6969.61,1.00055
1.2338,0.000119294,0.0105079,0.0105709,1.21667,1.23362,1.25132,7814.89,6876.42,1.00058
1.2338,0.000119294,0.0105079,0.0105709,1.21667,1.23362,1.25132,7814.89,6876.42,1.00058
1.2338,0.000119294,0.0105079,0.0105709,1.21667,1.23362,1.25132,7814.89,6876.42,1.00058
1.27412,0.000130201,0.0116793,0.0118311,1.25509,1.27387,1.29368,8116.99,6585.48,1.00031
1.27412,0.000130201,0.0116793,0.0118311,1.25509,1.27387,1.29368,8116.99,6585.48,1.00031
1.30865,0.00015397,0.0132793,0.0131951,1.28719,1.30852,1.33083,7531.18,6540.12,1.00007
1.30865,0.00015397,0.0132793,0.0131951,1.28719,1.30852,1.33083,7531.18,6540.12,1.00007
1.37198,0.000208401,0.0173629,0.0172945,1.34426,1.37183,1.40095,7034.51,6415.71,1.00006
1.37198,0.000208401,0.0173629,0.0172945,1.34426,1.37183,1.40095,7034.51,6415.71,1.00006
1.42552,0.000304814,0.0229786,0.0224021,1.38839,1.42502,1.46415,5863.85,5958.29,1.00027
1.42552,0.000304814,0.0229786,0.0224021,1.38839,1.42502,1.46415,5863.85,5958.29,1.00027
1.44852,0.000316376,0.0241663,0.0237216,1.40951,1.44809,1.48895,6034.44,6046.8,1.00016
1.44852,0.000316376,0.0241663,0.0237216,1.40951,1.44809,1.48895,6034.44,6046.8,1.00016
1.44207,0.00034463,0.0252373,0.024878,1.40135,1.44152,1.48417,5534.94,5659.99,1.00029
1.44207,0.00034463,0.0252373,0.024878,1.40135,1.44152,1.48417,5534.94,5659.99,1.00029
1.3717,0.000251667,0.019154,0.0186733,1.34076,1.37126,1.40379,5871.29,5975.73,1.00049
1.09427,0.0005426,0.0396162,0.0394149,1.02996,1.09384,1.15939,5357.61,6636.78,1.00043
1.0911,0.000519655,0.0381208,0.0380806,1.02914,1.09064,1.15385,5407.32,6684.8,1.00042
1.0911,0.000519655,0.0381208,0.0380806,1.02914,1.09064,1.15385,5407.32,6684.8,1.00042
1.08137,0.000424565,0.0314972,0.0313496,1.02944,1.08066,1.13408,5522.7,6581.19,1.00057
1.08137,0.000424565,0.0314972,0.0313496,1.02944,1.08066,1.13408,5522.7,6581.19,1.00057
1.08137,0.000424565,0.0314972,0.0313496,1.02944,1.08066,1.13408,5522.7,6581.19,1.00057
1.07101,0.000308546,0.0249612,0.0251227,1.0306,1.07096,1.11285,6569.16,6573.83,1.00083
1.07101,0.000308546,0.0249612,0.0251227,1.0306,1.07096,1.11285,6569.16,6573.83,1.00083
1.06519,0.000263531,0.0230494,0.0231286,1.02807,1.06501,1.10365,7689.28,6425.04,1.00144
1.06519,0.000263531,0.0230494,0.0231286,1.02807,1.06501,1.10365,7689.28,6425.04,1.00144
1.04544,0.000159179,0.0145249,0.0148186,1.02195,1.0452,1.06977,8353.85,7533.31,1.00062
1.04544,0.000159179,0.0145249,0.0148186,1.02195,1.0452,1.06977,8353.85,7533.31,1.00062
1.05318,0.000216908,0.018123,0.0182063,1.02414,1.0528,1.08371,7042.01,6713.35,1.00088
1.05657,0.000202142,0.0181345,0.018451,1.02713,1.05614,1.08696,8091.93,7352.42,1.00097
1.05657,0.000202142,0.0181345,0.018451,1.02713,1.05614,1.08696,8091.93,7352.42,1.00097
1.05657,0.000202142,0.0181345,0.018451,1.02713,1.05614,1.08696,8091.93,7352.42,1.00097
