gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
2.68892,-0.459384,-0.153653,-0.171508,0.0100676,0.0471316,0.0190109
2.7857,-0.467257,-0.107248,-0.191126,0.0240661,0.0513788,0.00746783
2.96832,-0.502919,-0.16839,-0.211646,0.0319692,0.0541414,0.0109349
2.84703,-0.476174,-0.0366745,-0.18962,0.00887818,0.0485802,0.0024085
3.22774,-0.605861,-0.0910154,-0.23772,-0.00113665,0.064101,0.013657
3.08074,-0.599357,-0.0912851,-0.239513,0.00757176,0.0721663,0.0130779
3.04338,-0.566842,-0.0778168,-0.237208,0.0112863,0.0678589,0.00898795
3.15561,-0.595612,-0.0890239,-0.23153,0.00906103,0.0635273,0.0070383
3.02219,-0.584567,-0.193153,-0.228574,0.0257055,0.0681667,0.0167304
2.96897,-0.563065,-0.142744,-0.213558,0.00208954,0.0618823,0.0193277
2.83167,-0.529036,-0.115937,-0.196293,0.00658819,0.059543,0.0152134
2.86185,-0.494499,-0.130334,-0.211369,0.0163518,0.0591661,0.0146567
2.99099,-0.588117,-0.138308,-0.217833,0.0137262,0.0652626,0.0133828
3.18623,-0.606769,-0.152169,-0.248081,0.0304401,0.0686205,0.0075467
3.12795,-0.589242,-0.132768,-0.23986,0.026197,0.0682173,0.00869116
3.02416,-0.568485,-0.148853,-0.219141,0.0163939,0.0624986,0.0159562
2.96662,-0.578007,-0.157977,-0.218991,0.0163409,0.0656758,0.0151042
2.91619,-0.584197,-0.237086,-0.206455,0.0213426,0.0664961,0.0262964
2.89306,-0.564763,-0.213342,-0.205836,0.0121998,0.0653692,0.0286121
3.14337,-0.604622,-0.129263,-0.23344,0.0142673,0.0669616,0.0133596
3.1185,-0.644139,-0.277753,-0.246596,0.0319104,0.0781965,0.0258046
2.76053,-0.448543,-0.0375208,-0.181038,0.00236551,0.0442074,0.00398456
3.14955,-0.640379,-0.220418,-0.254238,0.0329027,0.0789151,0.0182408
3.1992,-0.727116,-0.334867,-0.261589,0.0310816,0.0917398,0.0357451
3.20893,-0.718116,-0.285753,-0.250562,0.0158488,0.0851896,0.0353253
3.42891,-0.73114,-0.340796,-0.298065,0.0614228,0.0915094,0.0208386
3.34991,-0.731227,-0.332141,-0.283955,0.0598965,0.092009,0.022529
3.24944,-0.684204,-0.272103,-0.263707,0.0338939,0.0838009,0.0248495
2.94219,-0.501259,-0.0775827,-0.215802,0.0123118,0.0557272,0.00599744
2.91066,-0.526104,-0.103986,-0.199862,0.0147725,0.0547934,0.00764907
2.8588,-0.540392,-0.158127,-0.198306,0.00810491,0.0587075,0.0186626
2.8641,-0.543232,-0.142816,-0.197592,0.000953305,0.0590456,0.0203233
2.82798,-0.428881,0.0311017,-0.193078,0.0137438,0.0425363,-0.0108831
2.74412,-0.51598,-0.23406,-0.185531,0.016098,0.0571925,0.0270097
2.74287,-0.529417,-0.240624,-0.180704,0.0142083,0.057162,0.0283174
3.1921,-0.630834,-0.144008,-0.24857,0.0228838,0.0730509,0.0120985
3.15401,-0.632018,-0.146563,-0.247984,0.0211782,0.0746361,0.0117174
3.15558,-0.640091,-0.146132,-0.246162,0.0207632,0.0751515,0.011368
2.91333,-0.584877,-0.0965516,-0.203322,0.00213652,0.0651417,0.0144294
3.20225,-0.641136,-0.126324,-0.248152,0.0183059,0.0747445,0.0117744
3.19227,-0.702576,-0.319059,-0.259478,0.0325723,0.0886211,0.0341023
2.73754,-0.450127,0.0244341,-0.179189,-0.0125255,0.0453322,0.0023497
2.9157,-0.506766,-0.0411014,-0.204345,0.00323598,0.0535346,0.00535114
2.85798,-0.544143,-0.133859,-0.192779,-0.00510859,0.0577555,0.0215037
2.77546,-0.486646,-0.204662,-0.199243,0.0400613,0.0558454,0.0122532
3.30408,-0.687358,-0.109679,-0.25887,0.00648811,0.0796525,0.0138049
2.98423,-0.569544,-0.256036,-0.228939,0.0354175,0.0669553,0.0209573
3.28353,-0.658592,-0.107942,-0.253148,0.00853152,0.0734219,0.0105191
3.22138,-0.642023,-0.0824198,-0.244466,0.00359204,0.0718827,0.0115124
3.18055,-0.647955,-0.136456,-0.239375,0.0130312,0.0741883,0.0154601
3.16232,-0.624568,-0.15008,-0.240604,0.0116696,0.0713506,0.0166104
2.90558,-0.521681,-0.159549,-0.222426,0.0229992,0.0632134,0.0154841
2.94623,-0.557973,-0.145196,-0.221649,0.00905919,0.0655141,0.0186934
3.28343,-0.630242,-0.148788,-0.267038,0.0306676,0.0749697,0.00918639
2.88948,-0.568605,-0.290611,-0.213086,0.0390618,0.0681024,0.0272551
3.09083,-0.541743,-0.0447105,-0.233853,0.0115793,0.0593581,0.000576829
2.92844,-0.583628,-0.232932,-0.212581,0.0165176,0.0670174,0.0273661
3.09098,-0.587056,-0.208876,-0.246657,0.0372605,0.0714597,0.0145963
3.15871,-0.652509,-0.225601,-0.242581,0.0211479,0.0757333,0.0234776
3.12804,-0.643586,-0.204746,-0.246238,0.0240017,0.0784623,0.0219
3.28578,-0.725325,-0.221699,-0.260024,0.000933999,0.0857357,0.0313042
3.37625,-0.757313,-0.206223,-0.272203,0.00259485,0.0911736,0.0303482
3.14467,-0.677549,-0.348809,-0.241247,0.0242905,0.080518,0.0405624
2.90716,-0.530529,-0.0686895,-0.194537,-0.00734865,0.0540022,0.0137258
2.95017,-0.565962,-0.114554,-0.217674,0.0137047,0.0660592,0.0117568
3.03554,-0.610592,-0.266973,-0.22678,0.0331354,0.0702003,0.0233728
2.98952,-0.596215,-0.229435,-0.224118,0.0204607,0.0705789,0.0251403
3.11303,-0.62892,-0.189689,-0.234762,0.0165124,0.0708572,0.0187301
2.98344,-0.573253,-0.183152,-0.210955,0.00313969,0.0630756,0.0262015
2.96673,-0.579946,-0.172527,-0.211869,0.00518578,0.0635985,0.0232784
2.79217,-0.507609,-0.167816,-0.18723,0.00975025,0.0532891,0.0192826
3.35754,-0.690539,-0.190023,-0.281553,0.036554,0.0849668,0.0126388
3.18022,-0.643311,-0.161009,-0.248334,0.0126964,0.0757815,0.0188039
2.71436,-0.49421,-0.201735,-0.191057,0.0347582,0.0581507,0.0159885
2.7876,-0.493669,-0.229819,-0.18884,0.0337983,0.0519544,0.0169406
3.00558,-0.578012,-0.185151,-0.221116,0.0134959,0.066646,0.022721
3.1321,-0.634306,-0.255966,-0.252834,0.0340812,0.0788954,0.0224722
3.10489,-0.528584,-0.102268,-0.232411,0.0145032,0.0580936,0.00917444
3.05494,-0.569279,-0.117678,-0.238992,0.0330802,0.0674147,0.00371712
3.10393,-0.558665,-0.119689,-0.246306,0.0358385,0.0664205,0.00382719
2.9148,-0.518975,-0.0863297,-0.197988,0.00951486,0.0546521,0.0104012
3.01244,-0.591516,-0.119356,-0.223827,0.00927275,0.0664272,0.0115854
2.93778,-0.541927,-0.135362,-0.215624,0.00607011,0.0612787,0.0155889
3.11252,-0.6054,-0.19492,-0.244919,0.0418306,0.0715104,0.0103846
3.20518,-0.647913,-0.183261,-0.256291,0.00364228,0.0769953,0.0251512
3.42767,-0.702024,-0.188706,-0.284204,0.0197039,0.0843675,0.0192747
3.04021,-0.626064,-0.241645,-0.227932,0.0264625,0.0730606,0.0231438
2.90434,-0.497723,-0.0904862,-0.204109,0.0158501,0.0527275,0.00665635
2.9406,-0.540276,-0.146276,-0.203101,0.0150119,0.0568899,0.0146732
2.8133,-0.517596,-0.144176,-0.192522,0.00939855,0.0570906,0.0178353
2.72505,-0.487565,-0.0707095,-0.177574,-0.00512518,0.0503544,0.011298
2.77317,-0.500483,-0.0930098,-0.170906,-0.00762633,0.0474528,0.0153127
2.79711,-0.526617,-0.0631146,-0.162966,-0.018547,0.0477679,0.0164199
2.81474,-0.50415,-0.0662092,-0.16783,-0.0140081,0.0452141,0.0154211
2.69744,-0.403445,-0.0769318,-0.174257,0.0218775,0.0394754,0.00303226
2.63329,-0.397073,-0.0819577,-0.177998,0.0192996,0.0425319,0.00317139
2.80973,-0.479204,-0.0241088,-0.192782,-0.00940749,0.0519066,0.00988501
3.03115,-0.55939,-0.15454,-0.235007,0.0335042,0.0662427,0.00828372
2.97926,-0.5624,-0.169778,-0.223813,0.0297089,0.0648954,0.0109398
3.02279,-0.583015,-0.173439,-0.220926,0.0382613,0.0647683,0.00796571
3.03164,-0.571815,-0.159775,-0.228757,0.0328721,0.0658811,0.00902485
2.95623,-0.511987,0.0196102,-0.208199,-0.00825877,0.0528601,-0.000774384
2.77544,-0.503617,-0.0668238,-0.182356,-0.0118514,0.0519419,0.0138393
2.88594,-0.435493,-0.0384438,-0.215955,0.034159,0.0485514,-0.0102075
2.84403,-0.46474,-0.0663981,-0.207488,0.0210556,0.0519254,-0.000494809
2.98073,-0.579973,-0.135182,-0.217781,0.021774,0.0654285,0.0101767
3.02584,-0.580435,-0.102728,-0.226134,0.0134256,0.0659713,0.00891907
3.12759,-0.621914,-0.175089,-0.246308,0.0205396,0.074312,0.0173491
3.2457,-0.621763,-0.11371,-0.253704,0.0186877,0.0708552,0.00784742
2.95129,-0.55288,-0.204448,-0.226166,0.027992,0.0662732,0.0186116
2.98283,-0.567738,-0.0950978,-0.209593,0.00832501,0.0614252,0.0104319
3.00605,-0.564962,-0.159021,-0.22652,0.018427,0.06528,0.015686
2.99857,-0.562982,-0.162789,-0.229255,0.0174597,0.0658737,0.0152526
3.02831,-0.583206,-0.156963,-0.222679,0.0169802,0.065117,0.0148587
3.09206,-0.598815,-0.138456,-0.226391,0.0144138,0.0660719,0.0139541
2.91372,-0.559474,-0.204566,-0.208427,0.0162201,0.063035,0.0236033
2.75429,-0.494253,-0.237252,-0.185925,0.0269407,0.0531568,0.0222105
2.68398,-0.496082,-0.244166,-0.179969,0.032844,0.0554114,0.0210206
3.00894,-0.556122,-0.177193,-0.238534,0.0339286,0.0688137,0.0132989
3.0435,-0.561288,-0.196124,-0.232138,0.0306997,0.0636795,0.0138776
2.86543,-0.560557,-0.228816,-0.211673,0.0182059,0.0666639,0.0261122
2.88834,-0.57868,-0.233099,-0.194919,0.020027,0.0619166,0.0252854
2.80798,-0.545611,-0.217894,-0.202273,0.0248524,0.0651489,0.023368
2.97125,-0.561297,-0.203015,-0.210068,0.0190777,0.0607683,0.0212125
2.80696,-0.467519,-0.09193,-0.185293,0.0116078,0.046839,0.00817086
2.98306,-0.526077,-0.062543,-0.220962,0.0158513,0.0593974,0.0024141
2.89422,-0.537858,-0.20875,-0.203852,0.0212696,0.0591956,0.0211813
3.01319,-0.574425,-0.145848,-0.218355,0.0184979,0.0635047,0.0134461
2.96991,-0.518633,-0.176786,-0.222265,0.0453947,0.0591501,0.00592393
3.10322,-0.596939,-0.199919,-0.24522,0.0209263,0.0723952,0.0214939
2.95901,-0.566327,-0.114796,-0.209232,0.00578428,0.0617683,0.0149638
3.06255,-0.608414,-0.21373,-0.237717,0.0312322,0.0724526,0.0177884
2.81733,-0.469597,-0.0518135,-0.187976,0.0027916,0.0473268,0.00679532
2.78714,-0.490282,-0.05435,-0.177334,-0.0015893,0.0483589,0.0092067
2.91086,-0.51527,-0.109872,-0.207211,0.0266122,0.0569511,0.00520483
2.88,-0.569268,-0.229328,-0.197214,0.00535855,0.0630272,0.0317003
2.97119,-0.525158,-0.096689,-0.219844,0.0209975,0.0586759,0.00317316
3.00007,-0.531521,-0.0988167,-0.222094,0.0202851,0.0584374,0.00328858
2.92752,-0.569122,-0.165206,-0.202922,0.0156209,0.061679,0.0169038
2.99755,-0.579752,-0.172735,-0.2192,0.0200908,0.0658431,0.0159523
2.91996,-0.553614,-0.165957,-0.211317,0.0203301,0.0636164,0.0161845
2.92001,-0.561184,-0.184224,-0.197636,0.00384703,0.0592026,0.0245347
3.18927,-0.593387,-0.0881459,-0.240999,0.015338,0.0653227,0.00609133
2.78327,-0.475677,-0.15509,-0.188917,0.0188079,0.0498268,0.0128977
3.06522,-0.566013,-0.120069,-0.227105,0.0130064,0.0629285,0.0115959
2.6099,-0.414683,-0.120962,-0.158094,0.0122842,0.0395042,0.0122939
2.58424,-0.384721,-0.010774,-0.152365,-0.00898676,0.0341089,0.00557697
2.61279,-0.408691,-0.0839133,-0.153731,-0.00530736,0.0370233,0.0137556
2.62104,-0.422446,-0.0700998,-0.152496,-0.000493496,0.0386589,0.0112606
2.76878,-0.457188,-0.114411,-0.192343,0.0186554,0.0498741,0.00828039
3.07139,-0.574487,-0.0792888,-0.235953,0.0132365,0.0665499,0.0062725
3.02201,-0.548522,-0.104639,-0.224758,0.0165059,0.0611321,0.00706456
3.09517,-0.581811,-0.125863,-0.234583,0.0162562,0.066084,0.0105496
2.80286,-0.479442,-0.141807,-0.196048,0.0174866,0.0536321,0.0148664
2.86996,-0.523369,-0.114977,-0.196754,0.00463559,0.0550935,0.0134658
2.75711,-0.471979,-0.118571,-0.184996,0.0083661,0.0498056,0.0140112
2.77085,-0.495071,-0.12196,-0.187841,0.0111606,0.0536123,0.012631
3.1667,-0.619301,-0.188807,-0.252908,0.0235512,0.0745901,0.0174603
2.94593,-0.490219,-0.0598277,-0.222179,0.0145907,0.0560172,0.00469092
2.9361,-0.523451,-0.0632006,-0.204221,0.0207376,0.0540423,0.000264516
2.89222,-0.446402,-0.0624262,-0.215794,0.021983,0.0497321,0.00061499
2.87498,-0.505351,-0.0499366,-0.194972,0.0152776,0.0524746,6.12002e-05
2.86583,-0.457818,-0.0554947,-0.201051,0.0178872,0.0481315,9.8703e-05
2.62736,-0.44569,-0.105594,-0.166729,0.00432497,0.0454286,0.0124103
2.8661,-0.492153,-0.0588051,-0.216232,0.0216141,0.0581874,-0.000915395
3.04608,-0.578621,-0.105288,-0.226054,0.0043164,0.0658006,0.0149262
3.06173,-0.566759,-0.212796,-0.229053,0.0309796,0.0636983,0.0174624
3.17557,-0.579315,-0.0984344,-0.247539,0.0227158,0.0660004,0.00426245
2.94295,-0.529847,-0.139585,-0.217713,0.0147241,0.0591237,0.0123921
2.75722,-0.444046,-0.105546,-0.187566,0.0108479,0.045402,0.00860046
3.02395,-0.527875,-0.0694708,-0.222669,0.00461619,0.0584601,0.00978585
3.31417,-0.597766,-0.0354583,-0.268088,0.0087744,0.0677819,0.000718833
2.9812,-0.5507,-0.149187,-0.220491,0.0115055,0.0615499,0.0166396
3.04481,-0.556655,-0.140288,-0.232077,0.0214661,0.0633109,0.0111525
2.83938,-0.494324,-0.105757,-0.202736,0.0244321,0.0545592,0.00521089
2.92791,-0.476065,-0.0582376,-0.201753,0.0193466,0.0475321,-0.000534324
2.87556,-0.484881,-0.0219187,-0.213551,0.0182079,0.055871,-0.00362502
3.06148,-0.633962,-0.229893,-0.237687,0.0196711,0.0775453,0.0269706
3.2229,-0.660714,-0.227444,-0.259603,0.0271576,0.0802951,0.022548
2.79867,-0.486972,-0.0691711,-0.189472,0.0127138,0.0515448,0.00504674
3.11403,-0.61714,-0.224729,-0.240608,0.0293626,0.0720554,0.0194745
2.88144,-0.567149,-0.143826,-0.202998,-0.00169017,0.0631217,0.0208586
2.84458,-0.547305,-0.224448,-0.19413,0.0124223,0.0588695,0.0255169
2.82082,-0.546773,-0.248939,-0.190371,0.0159655,0.0587277,0.0273409
3.19423,-0.611079,-0.161694,-0.254939,0.0338691,0.0717902,0.00720534
3.22646,-0.698643,-0.299153,-0.252267,0.0220004,0.0829114,0.0337894
3.05696,-0.600837,-0.219472,-0.227846,0.0293171,0.068017,0.0189458
3.16077,-0.629369,-0.260305,-0.248414,0.0337633,0.073948,0.0217224
3.09421,-0.642634,-0.244257,-0.246942,0.0340826,0.0795553,0.0214019
3.07624,-0.602694,-0.239191,-0.233458,0.0461248,0.0697011,0.0146363
3.21726,-0.654485,-0.135811,-0.257921,0.00868901,0.0789742,0.0173836
3.13074,-0.651802,-0.262607,-0.249611,0.0380825,0.0802925,0.0223965
3.22756,-0.635452,-0.221056,-0.259926,0.0292788,0.0754516,0.0185961
3.12007,-0.625769,-0.225492,-0.251131,0.03354,0.077857,0.0193678
2.8665,-0.503348,-0.156297,-0.194951,0.0166124,0.053886,0.0177647
3.04848,-0.523927,-0.0674503,-0.232444,0.0209103,0.0587789,0.00014933
2.82204,-0.528213,-0.130832,-0.177138,-0.00396774,0.052356,0.0223748
2.68282,-0.438786,-0.0751222,-0.165143,0.000326238,0.0413385,0.0114139
2.96409,-0.490552,0.00293393,-0.218744,0.00983595,0.0551834,-0.00311834
2.99569,-0.496501,-0.00982886,-0.214338,0.0150094,0.0519107,-0.00525189
3.15976,-0.616007,-0.191835,-0.243966,0.0269895,0.0703846,0.0154614
2.60858,-0.445698,-0.0412903,-0.145712,-0.0141776,0.04006,0.0123941
2.80716,-0.495652,-0.167853,-0.199433,0.0256971,0.0560785,0.0142379
3.16002,-0.564319,-0.0896481,-0.240005,0.0204602,0.0617756,0.00329371
3.16716,-0.593792,-0.0515022,-0.235417,-0.00140762,0.0641884,0.008231
3.17831,-0.610327,-0.0561402,-0.243902,0.00417283,0.0695017,0.00629967
3.18873,-0.590077,-0.0541895,-0.250736,0.00412008,0.0682483,0.00693055
3.12676,-0.598729,-0.0571972,-0.239049,0.00256274,0.0678929,0.00645563
2.90984,-0.574912,-0.194091,-0.205026,0.00556781,0.0632615,0.0247979
3.06494,-0.611956,-0.195835,-0.235088,0.0219035,0.0718673,0.0175518
2.90683,-0.500078,-0.0496011,-0.20484,0.00664579,0.0522156,0.00269861
3.07639,-0.601574,-0.244627,-0.233661,0.0357081,0.0698008,0.0203101
2.92541,-0.518594,-0.0604426,-0.207231,-0.00217931,0.0548561,0.00863159
2.58272,-0.390233,-0.0659556,-0.161963,0.0239738,0.0392788,0.000231935
2.98639,-0.599061,-0.159247,-0.215768,0.0110559,0.06804,0.0204873
3.06806,-0.594629,-0.181537,-0.218194,0.00981363,0.0644428,0.0235456
3.30673,-0.600375,-0.0997381,-0.271657,0.0286059,0.0715679,0.00312557
2.74775,-0.486416,-0.188572,-0.187192,0.0086823,0.0539586,0.0234755
2.77401,-0.517098,-0.171576,-0.188245,-0.000358958,0.0566427,0.0265914
2.84388,-0.537051,-0.139946,-0.199398,0.0185873,0.0608447,0.0152316
3.09142,-0.584617,-0.174994,-0.245813,0.0278117,0.0712976,0.0137155
3.02209,-0.520954,-0.117555,-0.224595,0.0446049,0.0573068,-0.00299276
3.01724,-0.531193,-0.119961,-0.223013,0.0441631,0.0580605,-0.00257404
2.97924,-0.527645,-0.18683,-0.232675,0.038307,0.0647994,0.0127614
2.98348,-0.589315,-0.135064,-0.222439,0.00208311,0.0689616,0.0198898
2.99857,-0.562149,-0.206511,-0.237386,0.0372628,0.0707901,0.016969
2.93188,-0.524476,-0.21096,-0.220997,0.0335746,0.0606913,0.0155226
2.87229,-0.52573,-0.212719,-0.20999,0.0319414,0.0611996,0.0182749
3.1997,-0.669958,-0.144396,-0.25394,0.0162937,0.0813954,0.0157755
3.31674,-0.674848,-0.20041,-0.270321,0.0261592,0.0808716,0.0179134
3.2241,-0.666046,-0.241713,-0.268811,0.0287267,0.0849219,0.0248189
3.11754,-0.619032,-0.123499,-0.228675,0.0077289,0.0680976,0.0146435
2.65161,-0.474215,-0.143612,-0.162839,0.00424722,0.0482,0.0192278
3.1899,-0.647297,-0.193519,-0.260145,0.0273732,0.0804838,0.0176488
3.24702,-0.631484,-0.162849,-0.257682,0.0105032,0.0728565,0.017254
3.22765,-0.632505,-0.148236,-0.252406,0.0119717,0.0737687,0.0180731
3.12967,-0.65288,-0.195259,-0.239017,0.012041,0.0755609,0.0224318
2.92478,-0.564661,-0.209585,-0.204376,0.0211259,0.0623631,0.0230855
3.20664,-0.62526,-0.139729,-0.245878,0.0248272,0.0714231,0.0108095
2.92029,-0.504548,-0.178552,-0.22045,0.0360495,0.0593483,0.0111362
2.9183,-0.510527,-0.167867,-0.22128,0.0411389,0.0605356,0.0075291
3.14437,-0.629181,-0.164381,-0.242472,0.0111376,0.0731538,0.018721
3.05005,-0.574687,-0.145852,-0.228156,0.0219684,0.0652648,0.0124019
2.93663,-0.556804,-0.149557,-0.212562,0.0250338,0.0624342,0.0112349
2.96571,-0.558572,-0.153476,-0.221515,0.0102844,0.0647413,0.0194967
3.0735,-0.555991,-0.091122,-0.240943,0.0217889,0.0651085,0.00379138
3.38433,-0.704624,-0.145545,-0.275181,0.0126412,0.0833133,0.0151668
2.79618,-0.502024,-0.136847,-0.188956,0.0103918,0.0539679,0.0165165
2.70983,-0.508853,-0.200251,-0.176667,0.0133484,0.0553024,0.0247473
3.24532,-0.618244,-0.102214,-0.270802,0.0262463,0.0762708,0.00355699
3.17372,-0.670492,-0.17043,-0.249742,0.00863266,0.0802055,0.0211127
3.18163,-0.668164,-0.159914,-0.253686,0.00816512,0.0819887,0.0214435
3.03826,-0.577967,-0.0946431,-0.221292,0.0070394,0.0631808,0.0103091
2.80343,-0.496892,-0.101798,-0.189372,0.0039285,0.0524988,0.0127682
2.81086,-0.508589,-0.113847,-0.188699,0.000124172,0.0542856,0.0182572
3.43731,-0.750738,-0.259532,-0.290027,0.0168381,0.0930569,0.0318643
3.31394,-0.725286,-0.309904,-0.270213,0.0429436,0.0880645,0.0254406
3.17109,-0.649409,-0.171569,-0.235397,0.0114742,0.0733537,0.0213015
2.94256,-0.528904,-0.135748,-0.223677,0.0204871,0.06251,0.00977257
2.85215,-0.499269,-0.0717395,-0.206374,0.00651753,0.0556457,0.00727428
2.95548,-0.556427,-0.118101,-0.216658,0.0145558,0.0620619,0.00965441
2.76547,-0.450025,-0.0648367,-0.194604,0.0203602,0.0511392,0.00327134
3.10167,-0.639197,-0.219749,-0.236404,0.0175184,0.0729917,0.0226247
3.2169,-0.667396,-0.275643,-0.251965,0.0344625,0.078058,0.0241547
3.16238,-0.648315,-0.268012,-0.260101,0.0396751,0.082235,0.0238013
3.02587,-0.63111,-0.236421,-0.217175,0.0228915,0.0711153,0.0249966
3.35808,-0.69654,-0.170137,-0.280495,0.0271373,0.0855419,0.0137937
3.0325,-0.639015,-0.268794,-0.232427,0.0230636,0.0775172,0.0297971
3.05211,-0.6338,-0.229824,-0.223057,0.020287,0.0717278,0.0250671
3.15984,-0.674159,-0.234013,-0.245659,0.0229797,0.0788821,0.0222467
3.13853,-0.637728,-0.22951,-0.23601,0.0106957,0.0731931,0.0294831
2.9807,-0.590499,-0.168695,-0.221624,0.0168483,0.0679777,0.017317
3.14335,-0.613797,-0.0846326,-0.234706,-0.00156178,0.0680516,0.0137709
3.2748,-0.699682,-0.104478,-0.247653,-0.0116932,0.0789298,0.0204576
3.40209,-0.685542,-0.0750927,-0.276055,0.0136778,0.0797229,0.00398138
3.32827,-0.697788,-0.188412,-0.274953,0.026084,0.0851172,0.0168598
2.94782,-0.571181,-0.245406,-0.214279,0.0294343,0.0648736,0.0233085
3.46747,-0.721128,-0.201903,-0.298424,0.0251802,0.0906568,0.0201572
3.1523,-0.672303,-0.242822,-0.246423,0.0289594,0.0810456,0.0232928
3.15349,-0.612281,-0.152487,-0.243645,0.0232952,0.0706247,0.0130047
3.29562,-0.651158,-0.120603,-0.265183,0.0288239,0.0767586,0.00523287
3.27876,-0.740537,-0.30033,-0.266075,0.0236306,0.0904617,0.0322889
3.09292,-0.62103,-0.20796,-0.238346,0.0200813,0.0735344,0.0218356
2.91721,-0.552755,-0.168652,-0.202856,0.0213556,0.0599114,0.0155186
3.0183,-0.539602,-0.119426,-0.220427,0.0224866,0.0582146,0.00726608
2.99997,-0.563703,-0.096466,-0.224492,0.0248568,0.0640284,0.00256196
3.10668,-0.612003,-0.208073,-0.230111,0.013962,0.0682524,0.0240388
3.03138,-0.592566,-0.133106,-0.221092,0.00784753,0.0664252,0.0160239
2.90171,-0.575233,-0.18136,-0.203631,0.0112805,0.0646082,0.0214961
3.02034,-0.563316,-0.0861632,-0.224182,0.00769624,0.0641247,0.00977507
3.05317,-0.565106,-0.11623,-0.233387,0.018057,0.0657982,0.00953832
2.78943,-0.44748,-0.0621988,-0.185167,0.00967069,0.0446315,0.00483413
3.16328,-0.647709,-0.232435,-0.2463,0.028251,0.0766131,0.0220142
3.26259,-0.649216,-0.163085,-0.25764,0.0166207,0.0753363,0.0161131
2.96732,-0.566558,-0.168068,-0.221271,0.027725,0.0652538,0.0117537
2.99529,-0.557444,-0.179014,-0.234492,0.0320795,0.0668873,0.0117761
2.99701,-0.564419,-0.203118,-0.227514,0.0322772,0.0653235,0.0127908
3.10609,-0.602562,-0.143381,-0.245062,0.0296815,0.0716281,0.00652546
3.1172,-0.601508,-0.135054,-0.24582,0.031361,0.073002,0.00831318
3.11588,-0.658345,-0.243405,-0.227087,0.0132595,0.0731705,0.0290115
2.86195,-0.535651,-0.19342,-0.200619,0.0165183,0.0590209,0.020838
2.80092,-0.495879,-0.130109,-0.201076,0.0316335,0.0563241,0.00501748
2.83193,-0.479202,-0.0410939,-0.191833,0.00314357,0.0493899,0.005678
3.06549,-0.591172,-0.130998,-0.226054,0.00658759,0.0655166,0.0148182
3.26098,-0.680532,-0.160935,-0.258637,0.00914713,0.0797812,0.0187529
3.26582,-0.679562,-0.161119,-0.258569,0.00905921,0.0795687,0.0188742
3.02358,-0.609111,-0.266079,-0.240841,0.0440789,0.0770934,0.0212744
3.10435,-0.616719,-0.259018,-0.239185,0.0401793,0.0724775,0.0194951
3.01942,-0.562696,-0.060606,-0.217804,-0.00242363,0.0618293,0.0112529
2.88768,-0.493885,-0.12232,-0.210764,0.0316684,0.0568057,0.0066984
2.87199,-0.498048,-0.113847,-0.217122,0.0278142,0.0593983,0.00448061
3.14221,-0.702942,-0.248694,-0.244026,0.00601485,0.0832873,0.0326821
3.3762,-0.727959,-0.26742,-0.285222,0.0278578,0.091056,0.0262182
3.4266,-0.769896,-0.252718,-0.292074,0.0285176,0.0960468,0.0243389
3.32457,-0.667915,-0.257001,-0.279346,0.0427167,0.0835944,0.0194735
3.33312,-0.650046,-0.154192,-0.267835,0.0239049,0.0758518,0.0116875
3.20183,-0.593974,-0.124859,-0.257669,0.0364756,0.0700739,0.00271647
3.07052,-0.607146,-0.175514,-0.235759,0.021172,0.0710399,0.0171407
3.11203,-0.625726,-0.244697,-0.241642,0.0297544,0.0735555,0.0220916
3.15538,-0.597313,-0.0807418,-0.235892,0.00681388,0.0665182,0.00880916
2.99251,-0.569455,-0.228052,-0.224271,0.0310593,0.0669057,0.0198207
