beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7
1.02865,1.92129,-0.26736,0.0059632,0.148003,-0.196741,0.0667751
1.67545,1.65908,-0.303469,-0.0954976,0.144502,-0.155059,0.0762692
1.55509,1.6965,-0.205696,-0.0659572,0.11944,-0.165277,0.0728499
1.50978,1.68165,-0.191681,-0.0581962,0.109754,-0.163714,0.0743898
1.22063,1.8176,-0.297736,-0.0223308,0.155906,-0.182138,0.0668854
1.13434,1.81097,-0.2898,-0.0118808,0.132952,-0.180798,0.0770275
1.20936,1.8251,-0.293554,-0.00490007,0.13724,-0.187062,0.0776163
0.986929,1.87293,-0.162698,0.0136859,0.122389,-0.190817,0.0643146
1.28418,1.83522,-0.110611,-0.0268654,0.116079,-0.18731,0.0580908
1.16314,1.86253,-0.152733,-0.0164971,0.143847,-0.186341,0.0551786
1.48932,1.62626,-0.271546,-0.0558001,0.110413,-0.154021,0.0882794
1.31746,1.77415,-0.249367,-0.0288437,0.139771,-0.176546,0.0713374
0.993783,1.86082,-0.177264,0.0229724,0.112557,-0.190926,0.0732146
1.23158,1.81878,-0.212666,-0.0164606,0.127368,-0.183382,0.0714075
1.17423,1.8094,-0.207383,-0.00904359,0.125937,-0.183301,0.0683096
1.17547,1.8572,-0.185182,-0.000337101,0.114018,-0.192843,0.0697198
1.17814,1.83669,-0.142604,-0.00920449,0.117427,-0.184886,0.0673067
1.00739,1.85702,-0.350919,0.0109841,0.155658,-0.189031,0.0746575
1.13165,1.85019,-0.362987,-0.00582662,0.152934,-0.187893,0.0794742
1.55549,1.64528,-0.227924,-0.0609658,0.124348,-0.159681,0.0725531
1.44026,1.74089,-0.262857,-0.0531999,0.124544,-0.169694,0.0784559
1.40611,1.75083,-0.267216,-0.0534376,0.124616,-0.169823,0.078132
1.257,1.81999,-0.233082,-0.0139929,0.129592,-0.187024,0.069515
1.19919,1.79286,-0.262328,-0.0238359,0.129782,-0.176139,0.0763482
1.44895,1.7309,-0.107814,-0.0417676,0.103197,-0.173382,0.0650772
1.37555,1.70493,-0.372852,-0.0588015,0.159217,-0.159863,0.0794706
1.54609,1.65813,-0.212593,-0.0597159,0.105548,-0.161259,0.0795388
1.50959,1.69335,-0.217274,-0.0670015,0.1032,-0.161459,0.081915
1.34975,1.71232,-0.307498,-0.0453014,0.117975,-0.164112,0.0896929
1.2255,1.78836,-0.204369,-0.0199727,0.130198,-0.178738,0.0666527
1.2371,1.81035,-0.106247,-0.0202126,0.110836,-0.18207,0.0619074
1.52993,1.69205,-0.220081,-0.059704,0.115298,-0.165803,0.0756932
1.5158,1.68581,-0.252473,-0.056452,0.110408,-0.165097,0.0825023
1.33348,1.72293,-0.366213,-0.0457638,0.139419,-0.165012,0.0872051
1.31529,1.75382,-0.388317,-0.0519102,0.167427,-0.166448,0.0768355
1.45384,1.65233,-0.31207,-0.0456677,0.0994594,-0.161091,0.0951358
1.45558,1.65516,-0.299891,-0.0439453,0.0969622,-0.160481,0.0989574
1.47615,1.63317,-0.273148,-0.0483522,0.103291,-0.157442,0.0911405
1.47566,1.65592,-0.30137,-0.0467405,0.1254,-0.163262,0.0810485
1.69338,1.6693,-0.090919,-0.0905172,0.103582,-0.159676,0.0633305
1.38254,1.74024,-0.141783,-0.0453451,0.0974097,-0.169796,0.0742554
1.29467,1.89059,-0.108216,-0.0352498,0.133149,-0.191506,0.0509041
1.32873,1.72269,-0.255719,-0.0362614,0.106571,-0.168101,0.086243
1.2023,1.91238,-0.134147,-0.0208683,0.127229,-0.195879,0.0562523
1.13295,1.91497,-0.129204,-0.0108906,0.120695,-0.196029,0.0613047
1.10178,1.92484,-0.143309,-0.0194214,0.120114,-0.19441,0.0609122
1.18575,1.81141,-0.101752,-0.012942,0.10955,-0.182183,0.0608283
1.24015,1.82939,-0.127111,-0.0243547,0.133143,-0.184324,0.0536649
1.35269,1.78203,-0.16403,-0.037893,0.120669,-0.179517,0.0620036
1.33473,1.7888,-0.140158,-0.0392006,0.126222,-0.176934,0.0611973
1.14707,1.77272,-0.264891,-0.00204779,0.108907,-0.179086,0.0833088
1.08502,1.8331,-0.249368,0.00421363,0.122663,-0.184916,0.0790844
0.919806,1.93151,-0.149496,0.022979,0.125148,-0.200607,0.0580623
1.01943,1.89911,-0.150226,0.0331219,0.12524,-0.202484,0.0626368
1.01963,1.88614,-0.158125,0.0342963,0.124514,-0.200931,0.0615867
0.932427,1.93552,-0.182263,0.0172022,0.127947,-0.199071,0.0613286
1.16553,1.80463,-0.232148,-0.0105382,0.116098,-0.182486,0.0763778
0.962519,1.88977,-0.293023,0.0216677,0.12884,-0.194319,0.0796977
0.960818,1.88734,-0.149328,0.0323977,0.104215,-0.196386,0.0713932
0.601608,2.04922,-0.0965289,0.0875971,0.0985824,-0.223516,0.064571
0.811621,2.00894,-0.074258,0.0479071,0.107485,-0.21117,0.0602593
0.791172,1.99192,-0.0996797,0.0658858,0.110557,-0.214659,0.0622719
1.06648,1.89705,-0.0592891,0.027019,0.0885185,-0.203152,0.0622718
1.18349,1.79229,-0.37387,-0.0163613,0.158173,-0.179022,0.0774684
1.43048,1.73559,-0.259298,-0.047158,0.140552,-0.171438,0.0696285
1.09237,1.8718,-0.169827,0.000102838,0.115835,-0.190339,0.0675389
1.51728,1.71986,-0.215991,-0.0783979,0.131992,-0.162826,0.0684679
1.48103,1.7162,-0.312363,-0.0523125,0.134376,-0.170299,0.0787542
1.29373,1.73303,-0.327924,-0.0312446,0.144566,-0.168091,0.0810851
1.6651,1.69706,-0.189342,-0.0748109,0.129909,-0.168612,0.062987
1.0549,1.83921,-0.254992,0.00996616,0.123108,-0.187558,0.0771102
0.898311,1.90485,-0.284341,0.0363379,0.132993,-0.198413,0.0766722
1.17169,1.83202,-0.239446,-0.0101189,0.132457,-0.185118,0.0703846
1.40193,1.72833,-0.27843,-0.0384634,0.127068,-0.172931,0.0770938
1.40487,1.71159,-0.305392,-0.0481621,0.139255,-0.165245,0.0797935
1.20397,1.79306,-0.282913,-0.0172964,0.128158,-0.178148,0.0808246
1.49527,1.67657,-0.250262,-0.0631482,0.115466,-0.160853,0.0792669
1.31262,1.79513,-0.23227,-0.0380094,0.142089,-0.176469,0.067882
1.32085,1.75713,-0.221508,-0.0361087,0.140349,-0.173718,0.0637141
1.58406,1.68321,-0.207764,-0.0732202,0.126535,-0.163478,0.0672909
1.65594,1.61563,-0.430328,-0.0856335,0.147152,-0.151972,0.0929444
1.56167,1.60817,-0.418625,-0.0852571,0.151939,-0.1467,0.0888181
0.942797,1.91067,-0.0841322,0.0390152,0.0986159,-0.202436,0.0629777
1.33474,1.78307,-0.28604,-0.0399172,0.14487,-0.17638,0.0720795
1.12527,1.81497,-0.276755,-0.0111112,0.123059,-0.179935,0.0806725
1.0938,1.8228,-0.271928,-0.00150048,0.125741,-0.183646,0.0779391
1.65946,1.64239,-0.246063,-0.0746313,0.132046,-0.159949,0.0717152
1.56298,1.64099,-0.332303,-0.0717608,0.1348,-0.155702,0.0839165
1.03265,1.89909,-0.150808,0.0162556,0.124184,-0.197383,0.0606489
1.02267,1.93849,-0.114736,0.0121955,0.118456,-0.200721,0.0585891
1.33972,1.75287,-0.176214,-0.0470941,0.106025,-0.170614,0.0725544
1.40907,1.76099,-0.159239,-0.0276965,0.100595,-0.181328,0.0747601
1.16872,1.78526,-0.326898,-0.021701,0.150585,-0.175314,0.0760104
1.41364,1.81559,-0.0064272,-0.0368407,0.0918195,-0.185807,0.0566756
1.32918,1.81806,0.00607356,-0.0203689,0.0921859,-0.187701,0.0551276
1.12822,1.91365,-0.0987553,-0.00283695,0.125013,-0.198134,0.0543311
1.38545,1.68943,-0.356443,-0.0556206,0.138404,-0.159064,0.0863106
1.45598,1.69514,-0.380619,-0.0484354,0.134053,-0.166336,0.0909828
1.29542,1.84482,-0.15737,-0.019316,0.127398,-0.190653,0.0602174
1.17207,1.83679,-0.248618,-0.0164266,0.14699,-0.182974,0.0661997
0.930693,1.87912,-0.270736,0.030367,0.122529,-0.193111,0.0811838
0.991797,1.89635,-0.251658,0.0184067,0.132087,-0.196166,0.0706575
0.898481,1.88261,-0.236724,0.0521887,0.104634,-0.200189,0.0847773
1.38064,1.74554,-0.257881,-0.0534621,0.150526,-0.1685,0.066028
1.41853,1.73845,-0.210376,-0.048089,0.135486,-0.170217,0.0670321
1.40222,1.7392,-0.266656,-0.0493353,0.143432,-0.170299,0.0688178
1.54304,1.69667,-0.245944,-0.0673862,0.134273,-0.164051,0.0722801
1.03017,1.8592,-0.25873,0.00743813,0.126663,-0.188378,0.0755682
0.715452,1.9878,-0.199124,0.0673888,0.118352,-0.212804,0.0705062
0.924467,1.88976,-0.272346,0.0204388,0.135303,-0.191575,0.0745948
1.68249,1.60673,-0.275034,-0.0987277,0.132598,-0.146985,0.0771124
1.35551,1.77606,-0.178826,-0.0317054,0.117232,-0.179341,0.0689755
1.45682,1.7974,-0.122354,-0.0632282,0.136887,-0.176598,0.0526842
1.35116,1.76741,-0.144358,-0.0356837,0.115551,-0.177282,0.063164
1.39572,1.6808,-0.387837,-0.0497076,0.149126,-0.161525,0.085031
1.66123,1.62743,-0.278123,-0.0830568,0.12626,-0.154497,0.0796626
1.33245,1.75534,-0.19742,-0.0341477,0.112494,-0.172509,0.0760285
1.40489,1.73486,-0.175564,-0.0531691,0.126569,-0.167936,0.0650301
1.41541,1.70726,-0.244507,-0.0640572,0.128342,-0.160224,0.074509
1.41578,1.7077,-0.289082,-0.0419233,0.111875,-0.168341,0.0879944
1.46454,1.78278,-0.203253,-0.0482719,0.13088,-0.180066,0.065271
1.46966,1.66286,-0.163681,-0.057816,0.116488,-0.158744,0.0682793
1.66668,1.69063,-0.166191,-0.0972958,0.142154,-0.159149,0.0558763
1.86059,1.66986,-0.154396,-0.102936,0.141134,-0.165194,0.052377
1.73052,1.66147,-0.285682,-0.108465,0.149379,-0.156497,0.0682582
1.63776,1.64984,-0.262447,-0.0987887,0.152768,-0.150064,0.0673474
1.30385,1.70389,-0.218832,-0.0186335,0.108466,-0.170166,0.0806002
1.26315,1.76827,-0.24359,-0.0153155,0.111871,-0.178426,0.0832101
1.25182,1.80153,-0.176855,-0.0319081,0.134839,-0.177517,0.0589335
1.43201,1.8018,-0.156282,-0.0415404,0.136114,-0.182877,0.0576708
1.16623,1.77609,-0.346016,-0.00831124,0.146964,-0.177553,0.0804115
1.02889,1.83898,-0.308325,-0.000993428,0.148889,-0.182044,0.0746983
1.28422,1.78199,-0.269078,-0.0366387,0.143917,-0.174298,0.0691757
1.3029,1.76984,-0.266298,-0.0332942,0.146184,-0.174508,0.0685068
1.28823,1.73548,-0.305105,-0.0364854,0.149097,-0.168159,0.0731731
1.39749,1.72847,-0.390624,-0.0439193,0.148154,-0.16979,0.0860108
1.17082,1.87223,-0.295403,-0.0249861,0.155983,-0.186853,0.0669549
1.16316,1.74845,-0.280633,-0.00627942,0.108476,-0.171694,0.0905818
1.48162,1.76226,-0.19147,-0.0623875,0.145648,-0.173262,0.0580558
1.42635,1.74607,-0.312622,-0.0598023,0.16126,-0.16797,0.0702347
1.35617,1.79297,-0.347886,-0.0530422,0.178041,-0.174069,0.0668478
1.29874,1.79164,-0.361001,-0.050252,0.186763,-0.172534,0.064519
1.03598,1.85082,-0.114823,0.0212079,0.0746502,-0.192899,0.0769825
1.02646,1.83546,-0.166822,0.0161925,0.1004,-0.188959,0.0726406
1.25712,1.83907,-0.169825,-0.0290756,0.120321,-0.184741,0.0661641
1.65394,1.67526,-0.318369,-0.100493,0.165245,-0.156322,0.0668669
1.14961,1.74978,-0.248341,-0.00030476,0.0983311,-0.1742,0.0919571
1.09504,1.87486,-0.22104,0.00470784,0.129898,-0.193861,0.0667147
1.04205,1.87936,-0.207971,0.00690607,0.133537,-0.19128,0.0673561
1.42007,1.70067,-0.297457,-0.0571705,0.131473,-0.162679,0.079784
1.40569,1.69771,-0.276246,-0.038687,0.117997,-0.167395,0.0824765
1.48401,1.66894,-0.247146,-0.0576242,0.108109,-0.160325,0.0839934
1.31905,1.73332,-0.158424,-0.0367178,0.100202,-0.168706,0.0746394
1.42055,1.74415,-0.32773,-0.0491378,0.156985,-0.17206,0.0715352
1.40978,1.77867,-0.321606,-0.0556644,0.15814,-0.173869,0.0704419
1.50979,1.70339,-0.284492,-0.0666313,0.139695,-0.162789,0.0747807
0.919506,1.9353,-0.159477,0.0457948,0.107068,-0.208552,0.0689227
1.04944,1.8697,-0.231266,-0.000219864,0.131929,-0.187919,0.069117
1.09382,1.84488,-0.231997,0.00662459,0.131577,-0.18971,0.0694325
1.43101,1.69539,-0.211312,-0.0436205,0.115369,-0.166675,0.0749855
1.39394,1.71374,-0.156348,-0.0407917,0.0981952,-0.168148,0.0735117
0.965353,1.90714,-0.260958,0.0121641,0.151054,-0.192914,0.0656577
0.694642,1.9924,-0.0533737,0.0855236,0.0726185,-0.21999,0.0680102
1.14525,1.90009,-0.226955,-0.0127352,0.163406,-0.192629,0.0550042
0.977811,1.86916,-0.183678,0.0348508,0.0881014,-0.196487,0.0812613
0.987251,1.86666,-0.171633,0.038895,0.089326,-0.196652,0.0822385
0.860565,1.95026,-0.281858,0.0312079,0.130754,-0.200798,0.0769193
1.09255,1.86949,-0.198081,0.00255963,0.128895,-0.190819,0.0653963
1.10039,1.88205,-0.198543,-0.000771347,0.134874,-0.192986,0.0625308
1.29847,1.80527,-0.203028,-0.0212245,0.126911,-0.184231,0.067919
1.15308,1.86398,-0.128094,0.000461892,0.115064,-0.193438,0.0616005
1.11533,1.79665,-0.266922,-0.00536632,0.104632,-0.178693,0.0887878
1.21802,1.78706,-0.246363,-0.0163739,0.101821,-0.179023,0.0864826
1.24411,1.72463,-0.235315,-0.00680085,0.112564,-0.173198,0.0809304
1.31643,1.67387,-0.301133,-0.0352493,0.130084,-0.161335,0.0795438
1.5362,1.65351,-0.336263,-0.0676836,0.139298,-0.158128,0.0806739
0.927629,1.97541,-0.144795,0.0376033,0.122446,-0.211036,0.05954
0.935573,1.93815,-0.151193,0.0224737,0.122627,-0.201459,0.0619301
1.295,1.83674,-0.116251,-0.0196218,0.128275,-0.189074,0.0542724
1.56465,1.6781,-0.182751,-0.0725431,0.117765,-0.161443,0.068682
1.45788,1.6823,-0.404042,-0.0650981,0.160177,-0.15801,0.0843355
1.55623,1.67968,-0.261327,-0.0642425,0.127952,-0.163441,0.0763622
1.40852,1.67201,-0.296105,-0.0406149,0.12052,-0.163766,0.0840106
1.46853,1.69835,-0.289678,-0.0574925,0.123619,-0.162781,0.0859764
1.35987,1.7086,-0.316024,-0.039508,0.141539,-0.16524,0.080021
1.16675,1.87256,-0.162445,-0.00499632,0.123559,-0.192758,0.065021
1.06439,1.81419,-0.319787,0.00475193,0.126952,-0.182085,0.0862197
0.916492,1.85549,-0.396574,0.0182193,0.144804,-0.185379,0.0885361
1.64353,1.69583,-0.12907,-0.0716487,0.113304,-0.168071,0.0635041
1.13842,1.87603,-0.124226,-0.0155993,0.11742,-0.18701,0.0620767
1.24579,1.79659,-0.194472,-0.0171321,0.128468,-0.182136,0.0664908
1.39311,1.7397,-0.329576,-0.0596467,0.155508,-0.165145,0.074223
1.133,1.85299,-0.253937,-0.0113657,0.145843,-0.187192,0.0660293
1.29993,1.76539,-0.128663,-0.0139704,0.0884392,-0.179752,0.075141
1.02071,1.8561,-0.237828,0.0140229,0.125179,-0.189013,0.073416
1.48363,1.74976,-0.206263,-0.062214,0.119837,-0.169823,0.0729407
1.68965,1.68828,-0.0735788,-0.0813548,0.102887,-0.167965,0.0565737
1.20934,1.82669,-0.243775,-0.0148608,0.133716,-0.18712,0.0674515
1.20505,1.80555,-0.284379,-0.0134253,0.133446,-0.181756,0.0780019
1.13429,1.80715,-0.198201,-0.00537708,0.0981321,-0.182414,0.0779999
1.58319,1.68514,-0.251458,-0.0699628,0.130089,-0.162486,0.0760334
0.921841,1.88474,-0.209125,0.0383625,0.119966,-0.196938,0.0720387
1.44874,1.65821,-0.305862,-0.0560786,0.134058,-0.157591,0.0801612
1.58967,1.65269,-0.323824,-0.0792361,0.131497,-0.1561,0.0832481
1.5631,1.61335,-0.333559,-0.0624542,0.131517,-0.154969,0.0857138
1.2471,1.84422,-0.142527,-0.0230985,0.125706,-0.18553,0.0612938
1.36314,1.75583,-0.155326,-0.0323624,0.109284,-0.176348,0.0676561
1.41022,1.78177,-0.143333,-0.0463722,0.113402,-0.17889,0.0635425
1.73216,1.57323,-0.412202,-0.111427,0.148503,-0.140166,0.0887228
1.47578,1.68618,-0.325839,-0.0635859,0.137379,-0.161268,0.0794923
1.47771,1.70598,-0.307195,-0.0584387,0.141346,-0.165151,0.078757
1.31915,1.79237,-0.155847,-0.0169893,0.116364,-0.18492,0.0653078
1.12802,1.79448,-0.267452,-0.00141609,0.118387,-0.180628,0.0810783
1.29917,1.79807,-0.280007,-0.0447078,0.137414,-0.174138,0.0749696
1.36148,1.80012,-0.275646,-0.0516705,0.143873,-0.176142,0.0718135
1.08837,1.83626,-0.305841,-0.00346057,0.133316,-0.182937,0.0806254
1.31495,1.80926,-0.178178,-0.0431862,0.135216,-0.177113,0.061187
1.19168,1.79008,-0.204384,-0.014998,0.132153,-0.180213,0.0634234
1.0976,1.88572,-0.224618,0.00384345,0.13129,-0.194086,0.0702818
1.38854,1.7526,-0.24694,-0.0409786,0.131128,-0.174621,0.0702757
1.45796,1.67328,-0.361707,-0.0588368,0.132575,-0.159994,0.0871491
1.63898,1.65129,-0.286653,-0.0909697,0.143457,-0.152805,0.0749571
1.62743,1.67091,-0.205726,-0.0780881,0.124241,-0.162418,0.0672865
0.898346,1.88537,-0.225001,0.0350195,0.122987,-0.197082,0.0712913
0.935576,1.89953,-0.24221,0.0327817,0.121334,-0.198068,0.0746953
0.911032,1.90535,-0.239057,0.0308974,0.119506,-0.195576,0.0779172
0.871725,1.89788,-0.262379,0.0447247,0.118863,-0.20018,0.0794143
1.27719,1.81713,-0.129341,-0.0215851,0.114698,-0.18463,0.0630137
1.28999,1.84218,-0.204963,-0.0380495,0.147134,-0.184407,0.0576534
1.45117,1.73116,-0.0740101,-0.0384607,0.0936335,-0.172932,0.0677138
1.35515,1.79303,-0.102906,-0.0312281,0.101187,-0.180012,0.0678342
1.41486,1.80261,-0.0762375,-0.040468,0.114954,-0.183646,0.0515203
1.10256,1.78806,-0.33343,0.00320217,0.133801,-0.179151,0.0860251
0.965159,1.87979,-0.310814,0.0251644,0.135494,-0.194939,0.07828
0.993883,1.88827,-0.208387,0.00873253,0.124469,-0.191648,0.0686987
1.10509,1.88514,-0.197694,0.00194637,0.122948,-0.194981,0.0683287
1.38109,1.79273,-0.0583879,-0.0463366,0.102815,-0.178147,0.0580217
1.25553,1.81539,-0.189355,-0.0301364,0.125114,-0.180251,0.0662849
1.28149,1.75995,-0.305797,-0.0349831,0.139705,-0.172998,0.07708
1.58351,1.66524,-0.225934,-0.0720988,0.118934,-0.159275,0.0749861
1.21056,1.8134,-0.240148,-0.0171363,0.1255,-0.182048,0.0753711
1.23868,1.7562,-0.285649,-0.0190522,0.120656,-0.175185,0.0823805
1.17709,1.87686,-0.128254,-0.00235265,0.129649,-0.194108,0.0561491
1.26019,1.84403,-0.0966722,-0.0184682,0.104493,-0.188815,0.0608481
1.25261,1.76578,-0.367766,-0.0220172,0.147751,-0.175985,0.0807883
1.32548,1.74964,-0.319052,-0.0247091,0.132685,-0.176661,0.0815424
0.9442,1.85238,-0.363763,0.0190245,0.128727,-0.188208,0.0902839
1.29516,1.79988,-0.242842,-0.0226491,0.135193,-0.182559,0.0694693
1.20712,1.8055,-0.228958,-0.00927704,0.124503,-0.184552,0.0718416
1.13976,1.80729,-0.203489,0.00310379,0.119711,-0.184706,0.0733559
1.58305,1.70597,-0.249942,-0.0780219,0.142069,-0.165589,0.0674151
1.29856,1.74043,-0.23646,-0.0284949,0.105301,-0.173213,0.0829815
1.49316,1.73782,-0.255798,-0.0732014,0.151345,-0.166973,0.0629162
1.50655,1.68866,-0.263301,-0.0548829,0.147947,-0.164821,0.068527
1.58134,1.73914,-0.157485,-0.0892661,0.126096,-0.166086,0.0605342
1.20225,1.76503,-0.289004,-0.01649,0.134209,-0.175814,0.0746476
0.994482,1.94715,-0.139828,0.0391753,0.114312,-0.20983,0.0649921
0.770425,1.94072,-0.283503,0.0614192,0.128181,-0.205594,0.0779927
0.908081,1.91773,-0.240767,0.0316279,0.138768,-0.199538,0.0672607
1.72771,1.63416,-0.197126,-0.0958976,0.120265,-0.155864,0.0684817
1.49565,1.64959,-0.31028,-0.0582915,0.133486,-0.156852,0.084259
1.44821,1.72084,-0.303482,-0.0531375,0.160493,-0.166972,0.0697723
1.50132,1.73143,-0.293092,-0.0671183,0.156176,-0.167712,0.0673186
1.85281,1.60252,-0.193895,-0.12231,0.116515,-0.146168,0.0730119
1.83089,1.59724,-0.193579,-0.113366,0.117652,-0.148019,0.0709573
1.51719,1.64741,-0.296025,-0.0583956,0.121339,-0.158308,0.0843696
1.37498,1.7355,-0.263877,-0.0564594,0.13395,-0.167143,0.0723679
1.42271,1.70326,-0.230329,-0.0449317,0.134826,-0.165856,0.0694
1.58525,1.66453,-0.316365,-0.0769366,0.12034,-0.159332,0.0872434
1.614,1.65622,-0.30047,-0.0658609,0.119146,-0.161924,0.0860636
1.42594,1.67308,-0.318328,-0.0487168,0.135416,-0.160742,0.0818196
1.12693,1.85664,-0.183907,0.00458321,0.116992,-0.190783,0.0692301
1.01186,1.86982,-0.195787,0.018066,0.108694,-0.191976,0.0758492
0.773707,2.03971,-0.0317279,0.0558644,0.11211,-0.218968,0.0497722
0.754846,2.05329,-0.0908087,0.0498948,0.138171,-0.218394,0.0441213
1.05713,1.9057,-0.132767,0.0220117,0.116774,-0.202419,0.060631
0.63956,1.92596,-0.26297,0.0757441,0.115086,-0.201846,0.08263
1.24323,1.85622,-0.148273,-0.0243419,0.126226,-0.188565,0.0608399
1.37055,1.80105,-0.113576,-0.0272265,0.123409,-0.184511,0.0575222
1.38193,1.73378,-0.112543,-0.0220189,0.0867939,-0.176756,0.0750123
1.21062,1.85283,-0.221121,-0.0272458,0.141299,-0.183395,0.0658135
1.15849,1.81142,-0.255287,-0.0139881,0.125636,-0.179939,0.0764952
1.37964,1.7381,-0.317131,-0.0313377,0.126588,-0.175327,0.0832248
1.43988,1.69524,-0.234755,-0.043037,0.126479,-0.167377,0.0728637
1.20652,1.7815,-0.279291,-0.00373059,0.125778,-0.182265,0.0793966
1.24821,1.79716,-0.174891,-0.0114227,0.116843,-0.18392,0.0676295
1.33331,1.75604,-0.146007,-0.0158397,0.103152,-0.180311,0.071051
1.53201,1.68515,-0.169576,-0.0612177,0.101042,-0.164204,0.0745797
1.54232,1.68589,-0.167231,-0.0606629,0.0997872,-0.165589,0.0745556
1.53529,1.70752,-0.225017,-0.0586512,0.141024,-0.16942,0.0628889
1.19908,1.77373,-0.194935,-0.00891935,0.115577,-0.178523,0.0717481
1.37355,1.73934,-0.218216,-0.0339019,0.134386,-0.176622,0.0622922
1.28367,1.81405,-0.271393,-0.0426271,0.145902,-0.178811,0.0669856
1.30059,1.80466,-0.271594,-0.0371087,0.147779,-0.177746,0.0691165
1.72255,1.6931,-0.190859,-0.0941139,0.139613,-0.164201,0.0585373
1.11864,1.82031,-0.275313,-0.00623117,0.130816,-0.181282,0.0769311
1.17549,1.8107,-0.249572,-0.0108534,0.134829,-0.182781,0.0714126
1.11715,1.8173,-0.379979,-0.000222191,0.147454,-0.183373,0.083811
1.15806,1.76526,-0.395033,-0.0176359,0.14954,-0.170123,0.0878815
1.11017,1.87618,-0.13242,0.00267507,0.113976,-0.19312,0.0640463
1.31946,1.72385,-0.288589,-0.0358837,0.120629,-0.168116,0.0833708
1.83807,1.60333,-0.222281,-0.105706,0.121256,-0.152567,0.0738595
1.73849,1.6611,-0.186584,-0.0861434,0.12811,-0.163406,0.0643112
1.70611,1.63031,-0.220391,-0.0823811,0.120199,-0.157958,0.0734685
1.2528,1.74752,-0.246067,-0.0234505,0.130428,-0.171615,0.0751313
1.25575,1.774,-0.266759,-0.0269136,0.124044,-0.175762,0.0787236
1.25704,1.7766,-0.271494,-0.0246264,0.120525,-0.175487,0.083878
0.969182,1.96474,-0.124536,0.0309996,0.124964,-0.209458,0.0571355
0.902056,1.86458,-0.263888,0.0332695,0.133148,-0.18993,0.0763258
1.60498,1.73272,-0.0721597,-0.0681391,0.10076,-0.172606,0.0617342
1.37179,1.73766,-0.26351,-0.040883,0.125202,-0.170881,0.0791591
1.05591,1.88769,-0.18409,0.00898125,0.132228,-0.193692,0.0634168
1.12805,1.79267,-0.28577,0.0023392,0.125754,-0.18156,0.0819376
1.38283,1.71369,-0.280653,-0.0541773,0.138346,-0.164015,0.074128
1.28293,1.78647,-0.174591,-0.0232973,0.118954,-0.178925,0.0679019
1.32368,1.78498,-0.0934879,-0.0290678,0.110429,-0.180377,0.0591357
1.18921,1.90836,-0.0173625,-0.00524057,0.110432,-0.199254,0.0494639
1.04109,1.86882,-0.0880522,0.0075376,0.0958357,-0.191408,0.0642225
1.33319,1.78923,-0.163099,-0.0368196,0.119456,-0.177836,0.0642222
1.42268,1.70475,-0.203089,-0.0568204,0.123035,-0.16449,0.0691458
1.60993,1.69546,-0.202454,-0.066607,0.118499,-0.1689,0.0691222
1.50807,1.66567,-0.192913,-0.0718025,0.126566,-0.155809,0.0681993
1.54112,1.68221,-0.197375,-0.0816199,0.120218,-0.157336,0.0712011
1.27375,1.78877,-0.126084,-0.00970273,0.102576,-0.18647,0.064535
1.31496,1.8068,-0.244775,-0.0452017,0.15042,-0.17677,0.0643081
1.2351,1.76264,-0.238554,-0.00302737,0.107918,-0.179471,0.0850274
1.06027,1.87334,-0.208694,0.00720856,0.117653,-0.192524,0.0724548
0.942041,1.8809,-0.224466,0.0289141,0.12021,-0.195529,0.0733958
0.948611,1.91473,-0.173151,0.0359468,0.116398,-0.202825,0.0686413
0.611739,2.0032,-0.250709,0.0656038,0.140519,-0.210506,0.0659218
0.698504,1.94961,-0.223559,0.0557717,0.134915,-0.201197,0.068744
1.16294,1.83126,-0.263485,0.00256925,0.117229,-0.189506,0.0810995
1.2183,1.83415,-0.265823,-0.00971037,0.115572,-0.188267,0.0815487
1.12835,1.80358,-0.201465,0.000901447,0.111202,-0.183247,0.0734921
1.08546,1.85819,-0.351188,-0.00202828,0.15694,-0.187444,0.0775411
1.07095,1.85774,-0.35364,0.00114034,0.156333,-0.188125,0.0775702
1.50236,1.66842,-0.213035,-0.0589345,0.105685,-0.160731,0.0794082
1.48743,1.69165,-0.239367,-0.0560853,0.122339,-0.165355,0.0751184
1.34694,1.74795,-0.253425,-0.0400646,0.135362,-0.171856,0.0719153
1.48106,1.74745,-0.146891,-0.0423641,0.112863,-0.178137,0.0655663
